,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ
2406,1,1,184000,86500000,3,1,4,29,1,0,3,1,12,1
571,2,1,792000,439000000,3,3,5,37,0,0,2,1,3,1
2046,2,1,600000,498100000,3,3,5,40,0,1,2,2,12,1
2819,2,1,448000,166600000,3,2,4,31,1,1,4,4,15,1
1413,2,1,544000,26300000,2,1,3,32,0,1,4,3,9,1
985,1,1,544000,162800000,1,2,1,25,0,1,2,2,5,1
2876,1,1,712000,377100000,3,1,3,31,1,0,4,4,15,1
1785,1,1,536000,298900000,5,1,3,31,1,0,4,4,15,1
1391,2,1,352000,285600000,3,2,5,31,1,1,2,1,12,1
487,1,1,504000,282400000,5,1,3,31,1,0,4,2,15,1
690,2,1,752000,553800000,2,1,3,32,0,1,2,3,9,1
1425,2,1,320000,510200000,3,2,4,32,0,1,3,4,9,1
2260,1,1,88000,297500000,1,2,1,25,0,1,2,2,5,1
117,1,1,112000,366800000,1,2,1,25,0,1,4,2,5,1
2433,2,1,400000,15500000,3,2,4,32,0,1,3,4,9,1
1630,2,1,704000,300400000,3,2,4,32,0,1,2,4,9,1
1666,2,1,240000,536100000,3,1,3,32,0,1,4,3,9,1
1333,2,1,752000,126800000,2,3,5,40,0,1,2,2,12,1
80,1,1,408000,267300000,1,2,1,25,0,1,2,2,5,1
2652,2,1,600000,565700000,2,2,5,31,1,1,2,1,12,1
2369,1,1,272000,237400000,3,1,4,29,1,0,3,4,12,1
140,1,1,560000,276800000,1,2,1,25,0,1,2,2,5,1
818,2,1,800000,548600000,2,2,5,31,1,1,2,1,12,1
1295,1,1,592000,503000000,5,1,3,31,1,0,4,4,15,1
1994,2,1,736000,561400000,2,2,5,31,1,1,2,1,12,1
1552,1,1,328000,150200000,2,1,4,36,1,0,2,1,3,1
2739,2,2,768000,441100000,2,2,2,25,0,0,2,2,6,1
1008,2,1,568000,34900000,2,3,5,40,0,1,2,2,12,1
97,2,1,544000,525900000,3,2,4,32,0,1,3,4,9,1
804,2,1,552000,413100000,3,2,4,32,0,1,3,4,6,1
985,1,1,544000,162800000,1,2,1,25,0,1,2,2,5,1
2810,1,1,360000,388700000,2,2,1,25,0,1,2,2,3,1
2146,2,1,680000,482400000,3,2,5,31,1,1,2,1,12,1
1010,1,1,640000,479000000,1,2,1,25,0,1,2,2,5,1
1701,2,1,664000,326100000,3,2,4,31,1,1,4,4,12,1
1606,2,1,128000,83300000,3,1,3,32,0,1,4,3,9,1
2911,2,2,352000,70200000,3,2,2,28,1,0,2,3,10,1
2876,1,1,712000,377100000,3,1,3,31,1,0,4,4,15,1
2327,2,1,488000,211700000,3,2,4,32,0,1,3,4,5,1
1826,2,1,400000,55000000,2,2,5,31,1,1,2,1,12,1
1938,2,1,496000,169700000,2,3,5,40,0,1,2,2,12,1
681,2,1,544000,464900000,2,3,5,37,0,0,2,2,3,1
182,2,1,144000,583500000,2,3,5,40,0,1,2,2,12,1
1811,2,1,296000,276200000,3,2,4,31,1,1,4,4,12,1
63,1,1,136000,106800000,5,1,3,31,1,0,4,4,15,1
612,1,1,496000,595700000,3,2,1,25,0,1,2,2,5,1
785,2,1,208000,158200000,3,2,4,32,0,1,3,4,9,1
567,2,1,416000,593800000,3,1,4,35,1,1,1,4,6,1
1692,2,1,88000,124400000,2,2,5,31,1,1,2,1,12,1
166,2,1,528000,394400000,3,3,5,37,0,0,2,2,3,1
1321,2,1,648000,552200000,3,2,4,31,1,1,4,4,12,1
1832,1,1,272000,258500000,1,2,1,25,0,1,2,2,5,1
361,2,1,408000,172400000,3,2,4,31,1,1,4,4,12,1
2633,1,1,168000,433500000,1,2,1,25,0,1,2,2,5,1
132,1,2,568000,164300000,2,1,4,30,0,0,4,1,3,1
994,2,1,416000,380400000,3,2,4,31,1,1,4,4,12,1
1239,2,1,480000,391200000,2,2,5,31,1,1,2,1,12,1
1763,2,1,112000,567000000,2,3,5,40,0,1,2,2,12,1
1075,2,1,464000,216600000,2,3,5,40,0,1,3,2,12,1
645,1,1,480000,225200000,5,1,3,31,1,0,4,4,15,1
2136,2,1,368000,312200000,4,2,4,31,1,1,2,4,12,1
361,2,1,408000,172400000,3,2,4,31,1,1,4,4,12,1
2472,1,1,248000,129300000,1,2,1,25,0,1,2,2,5,1
426,2,1,128000,383600000,3,3,5,37,0,0,2,2,3,1
679,2,1,424000,339500000,5,2,4,32,0,1,2,4,9,1
902,1,1,680000,398800000,3,1,3,36,1,0,4,4,6,1
571,2,1,792000,439000000,3,3,5,37,0,0,2,1,3,1
910,1,1,376000,193900000,3,1,4,29,1,0,3,4,12,1
1145,1,1,288000,212200000,5,1,3,31,1,0,2,4,15,1
465,2,1,160000,147400000,2,3,5,40,0,1,2,4,12,1
64,2,1,576000,96300000,3,2,4,31,1,1,4,4,12,1
2793,1,1,760000,78100000,5,1,3,31,1,0,4,4,15,1
2601,2,1,256000,48600000,3,2,4,32,0,1,2,4,9,1
2003,2,1,728000,374500000,1,2,2,30,1,1,2,1,6,1
2014,2,2,504000,381200000,3,2,2,25,0,0,2,2,6,1
1145,1,1,288000,212200000,5,1,3,31,1,0,2,4,15,1
2426,2,1,472000,239800000,2,3,5,40,0,1,2,2,12,1
2790,2,1,400000,434600000,1,2,4,32,0,1,3,4,9,1
2208,1,2,120000,546700000,2,1,4,30,0,0,4,1,5,1
1026,2,1,208000,73100000,3,1,3,32,0,1,4,3,9,1
2990,2,1,520000,380900000,3,3,5,37,0,1,2,1,12,1
2343,2,1,128000,227400000,2,3,5,40,0,0,2,2,9,1
2258,2,1,608000,325200000,2,3,5,40,0,1,2,2,12,1
557,2,1,480000,231800000,2,3,5,34,1,0,1,4,3,1
1738,2,1,224000,261100000,2,3,5,40,0,1,2,2,12,1
1370,2,1,496000,334300000,3,3,5,40,0,1,2,2,12,1
2773,1,1,720000,351200000,2,2,1,25,0,1,2,2,5,1
383,1,1,480000,236400000,5,1,3,31,1,0,4,4,15,1
1395,2,1,632000,434100000,3,3,5,40,0,1,2,2,12,1
2861,2,1,392000,460900000,3,2,4,32,0,1,3,4,9,1
877,2,1,288000,29300000,3,2,4,32,0,1,3,4,9,1
628,2,1,104000,35200000,4,1,3,32,0,1,2,3,9,1
141,1,1,112000,155400000,3,1,4,29,1,0,3,4,12,1
1692,2,1,88000,124400000,2,2,5,31,1,1,2,1,12,1
2410,2,1,552000,163700000,3,2,4,32,0,1,3,2,9,1
2685,1,1,328000,499000000,2,1,4,40,1,0,2,4,8,1
1901,2,1,688000,289700000,3,2,4,31,1,1,4,4,5,1
2888,2,1,432000,349800000,3,1,3,32,0,0,1,4,8,1
1448,1,1,280000,63100000,3,1,4,36,1,0,2,1,3,1
1860,2,1,536000,344000000,3,2,4,32,0,1,3,4,9,1
2910,2,1,600000,47800000,4,2,3,29,1,0,3,2,5,1
1793,2,1,136000,127600000,3,1,3,32,0,1,4,1,9,1
2900,2,1,152000,68600000,3,3,5,37,0,0,2,2,3,1
126,2,1,608000,179600000,3,2,4,31,1,1,2,4,12,1
2421,2,1,632000,54800000,3,1,3,32,0,1,4,3,9,1
74,2,1,632000,530100000,2,2,5,31,1,1,2,1,12,1
1137,1,1,88000,168500000,1,2,1,25,0,1,3,2,5,1
2739,2,2,768000,441100000,2,2,2,25,0,0,2,2,6,1
1811,2,1,296000,276200000,3,2,4,31,1,1,4,4,12,1
1420,1,1,264000,450100000,5,2,1,25,0,1,2,2,5,1
2306,2,1,688000,334500000,3,2,4,31,1,1,4,4,12,1
1671,2,1,656000,431800000,2,3,5,40,0,1,2,2,12,1
512,1,1,416000,255100000,5,1,3,31,1,0,4,4,15,1
337,1,1,520000,537000000,2,1,4,36,1,0,2,1,3,1
1254,2,1,368000,514100000,3,2,4,31,1,1,4,4,12,1
2928,2,1,112000,212300000,2,3,5,34,1,1,4,2,3,1
2818,1,1,272000,477000000,5,1,3,31,1,0,4,4,3,1
2566,2,1,112000,173900000,3,2,4,31,1,1,2,4,12,1
2990,2,1,520000,380900000,3,3,5,37,0,1,2,1,12,1
189,2,1,200000,215600000,3,2,4,32,0,1,3,4,9,1
2349,1,1,728000,174200000,2,1,4,40,1,0,2,4,6,1
2466,2,1,608000,441000000,2,2,5,31,1,1,2,1,12,1
2028,2,1,96000,572300000,3,2,4,32,0,1,3,4,9,1
674,1,1,488000,560000000,1,2,1,25,0,1,1,2,5,1
451,2,1,656000,444000000,3,2,4,31,1,1,4,4,12,1
536,2,1,320000,466400000,3,2,4,31,1,1,4,4,12,1
1116,2,1,344000,46700000,3,1,3,32,0,1,2,4,9,1
2014,2,2,504000,381200000,3,2,2,25,0,0,2,2,6,1
1216,1,1,96000,373000000,5,1,3,31,1,0,4,4,9,1
1085,1,1,776000,120700000,5,1,3,31,1,0,2,4,15,1
2447,2,1,712000,37100000,2,2,5,31,1,1,2,1,12,1
2410,2,1,552000,163700000,3,2,4,32,0,1,3,2,9,1
2940,2,1,312000,384200000,3,2,4,32,0,1,4,4,9,1
2761,1,1,576000,303700000,5,3,5,45,1,1,3,2,5,1
200,2,1,328000,132200000,3,1,3,32,0,1,4,3,9,1
1572,2,1,392000,495700000,3,2,4,32,0,0,2,4,8,1
2160,1,1,224000,93500000,2,1,3,31,1,0,4,4,15,1
941,2,1,384000,72500000,3,1,3,32,0,1,4,3,9,1
193,2,1,304000,481000000,3,2,4,31,1,1,4,4,12,1
2016,2,1,328000,227700000,2,1,3,32,0,1,4,3,9,1
2183,1,1,344000,375300000,2,1,3,31,1,0,2,4,15,1
16,2,1,180000,180000000,3,2,4,31,1,1,4,4,12,1
380,2,1,160000,379300000,3,2,4,32,0,1,3,4,9,1
697,1,1,176000,31800000,3,2,1,25,0,1,2,2,5,1
2731,1,1,240000,481900000,2,3,5,36,1,0,4,2,12,1
1243,2,1,392000,191000000,2,3,5,40,0,1,2,2,12,1
175,2,1,224000,414400000,3,1,3,32,0,1,4,3,9,1
2898,2,1,392000,182800000,3,2,4,32,0,1,3,4,9,1
2891,2,1,608000,348400000,2,3,5,40,0,1,2,2,12,1
2316,2,1,768000,340500000,2,2,5,31,1,1,2,1,12,1
957,2,1,520000,155100000,3,2,4,31,1,1,4,4,12,1
1312,1,1,344000,196900000,1,2,1,25,0,1,2,2,5,1
2245,1,1,352000,172500000,5,1,3,31,1,0,4,4,15,1
391,2,1,456000,355300000,3,1,3,32,0,1,4,3,9,1
2369,1,1,272000,237400000,3,1,4,29,1,0,3,4,12,1
2327,2,1,488000,211700000,3,2,4,32,0,1,3,4,5,1
2320,2,1,248000,374300000,2,3,5,40,0,1,2,2,12,1
435,2,1,216000,311200000,3,1,3,32,0,1,4,3,9,1
2917,1,1,392000,121900000,3,1,4,29,1,0,1,4,12,1
2780,2,1,392000,398500000,3,3,5,37,0,0,2,2,3,1
2127,1,1,656000,101300000,3,2,1,25,0,1,2,2,5,1
215,1,1,176000,448200000,5,1,3,31,1,0,4,4,15,1
1228,1,1,264000,450400000,5,1,3,31,1,0,4,4,15,1
2621,1,1,176000,377800000,1,2,1,25,0,1,1,2,5,1
1681,1,1,640000,85900000,5,1,3,31,1,0,4,4,15,1
427,1,1,368000,101300000,5,1,3,31,1,0,4,4,15,1
2914,2,1,160000,432700000,2,3,5,40,0,1,2,2,12,1
2787,1,1,128000,170600000,1,1,5,45,1,0,1,4,15,1
461,2,1,424000,214900000,2,2,5,31,1,1,2,4,12,1
1395,2,1,632000,434100000,3,3,5,40,0,1,2,2,12,1
2265,2,1,184000,132200000,3,2,4,32,0,1,3,4,9,1
215,1,1,176000,448200000,5,1,3,31,1,0,4,4,15,1
2237,1,1,616000,370600000,1,2,1,25,0,1,2,2,5,1
1815,1,1,664000,275200000,5,1,3,31,1,0,4,4,15,1
2656,2,1,496000,42500000,2,3,5,40,0,1,2,2,12,1
2826,2,1,624000,200700000,4,1,3,32,0,1,4,3,3,1
352,1,1,688000,171600000,1,2,1,25,0,1,2,2,5,1
2253,2,1,248000,399700000,3,1,3,32,0,1,4,3,9,1
428,2,1,168000,379900000,3,2,4,31,1,1,4,4,12,1
1981,1,1,360000,463800000,5,3,5,36,1,0,4,4,12,1
2120,2,1,544000,123800000,2,2,4,32,0,1,2,4,9,1
1726,2,1,368000,274700000,3,2,4,31,1,1,4,4,12,1
845,2,1,536000,546300000,2,3,5,40,0,1,2,2,12,1
971,2,1,736000,338700000,2,3,5,40,0,1,2,2,12,1
672,2,1,568000,52200000,3,3,5,40,0,1,2,2,12,1
2488,2,1,408000,42300000,3,1,3,32,0,1,4,3,9,1
1583,2,1,512000,454400000,3,1,3,32,0,0,3,3,3,1
2047,2,1,552000,102000000,2,2,4,32,0,1,3,4,9,1
2785,1,1,488000,213700000,2,2,1,25,0,1,2,2,5,1
884,1,1,568000,318000000,1,2,1,25,0,1,2,2,5,1
278,2,1,184000,428700000,3,2,4,31,1,1,4,4,12,1
553,1,1,408000,357400000,5,1,3,31,1,0,4,4,15,1
2316,2,1,768000,340500000,2,2,5,31,1,1,2,1,12,1
1547,2,1,264000,387800000,3,2,4,32,0,1,3,4,9,1
313,2,1,120000,326400000,2,3,5,40,0,1,3,2,12,1
2463,2,1,152000,56500000,3,1,3,32,0,1,4,3,9,1
1015,2,1,800000,227900000,3,2,4,32,0,1,3,4,9,1
785,2,1,208000,158200000,3,2,4,32,0,1,3,4,9,1
258,2,2,656000,369700000,4,2,2,25,0,0,2,2,6,1
175,2,1,224000,414400000,3,1,3,32,0,1,4,3,9,1
346,2,1,176000,36400000,2,2,5,31,1,1,2,1,12,1
2652,2,1,600000,565700000,2,2,5,31,1,1,2,1,12,1
1606,2,1,128000,83300000,3,1,3,32,0,1,4,3,9,1
728,1,1,656000,172400000,3,1,3,31,1,0,2,4,15,1
778,2,1,288000,247000000,2,3,5,40,0,1,2,2,12,1
1681,1,1,640000,85900000,5,1,3,31,1,0,4,4,15,1
1538,1,1,640000,204000000,1,1,3,31,1,0,4,4,15,1
1213,2,1,424000,156200000,3,2,4,32,0,1,3,4,6,1
1949,2,1,504000,243400000,3,2,4,31,1,1,4,4,12,1
2157,2,1,712000,566000000,2,2,4,32,0,1,2,4,9,1
1031,2,1,648000,569200000,2,3,5,40,0,1,2,2,12,1
903,2,1,688000,245600000,2,2,5,31,1,1,2,1,12,1
2596,1,1,456000,332400000,1,2,1,25,0,1,1,2,5,1
1268,1,1,392000,291200000,1,2,1,25,0,1,2,2,6,1
85,2,1,640000,77800000,3,2,4,32,0,1,3,4,9,1
2693,2,1,352000,444500000,2,3,5,34,1,0,1,2,3,1
1848,2,1,280000,248700000,3,1,3,32,0,1,4,3,9,1
2681,1,1,232000,406300000,1,2,1,25,0,1,2,2,5,1
2939,2,1,560000,143700000,2,3,5,40,0,1,2,2,12,1
368,2,1,320000,20400000,3,1,3,32,0,1,4,3,9,1
2826,2,1,624000,200700000,4,1,3,32,0,1,4,3,3,1
642,2,1,192000,166300000,5,2,4,32,0,1,2,4,9,1
796,2,1,776000,476500000,3,1,3,32,0,1,4,3,3,1
2693,2,1,352000,444500000,2,3,5,34,1,0,1,2,3,1
2327,2,1,488000,211700000,3,2,4,32,0,1,3,4,5,1
1565,2,1,560000,392700000,2,3,5,40,0,1,1,2,4,1
2143,2,1,352000,526600000,2,1,3,32,0,1,3,3,9,1
2718,1,1,456000,67600000,3,1,3,36,1,0,4,4,6,1
1153,2,1,576000,253800000,3,1,3,32,0,1,3,3,9,1
1826,2,1,400000,55000000,2,2,5,31,1,1,2,1,12,1
60,2,1,528000,162400000,3,2,4,32,0,1,3,4,9,1
2790,2,1,400000,434600000,1,2,4,32,0,1,3,4,9,1
1193,1,1,152000,593300000,5,1,3,31,1,0,3,1,12,1
2685,1,1,328000,499000000,2,1,4,40,1,0,2,4,8,1
917,1,1,384000,154400000,5,1,3,31,1,0,4,4,15,1
1763,2,1,112000,567000000,2,3,5,40,0,1,2,2,12,1
569,2,1,232000,419100000,3,2,4,32,0,1,3,4,9,1
1682,2,1,624000,356900000,3,2,4,31,1,1,2,4,12,1
2986,2,1,488000,45500000,1,2,2,30,1,0,2,1,4,1
2347,1,1,264000,452300000,3,1,5,45,1,1,1,4,8,1
2437,2,1,768000,479100000,3,2,4,31,1,1,4,4,12,1
2388,1,1,168000,216400000,5,1,3,31,1,0,4,4,15,1
1351,2,1,640000,572800000,3,1,3,32,0,1,4,3,9,1
1926,2,1,296000,143200000,3,2,4,31,1,1,4,4,12,1
2444,2,1,432000,156900000,3,1,3,32,0,1,4,3,9,1
1521,2,1,168000,547000000,5,1,3,32,0,1,4,3,9,1
2160,1,1,224000,93500000,2,1,3,31,1,0,4,4,15,1
956,1,1,656000,253800000,5,1,3,31,1,0,4,4,15,1
2931,1,2,520000,324800000,2,1,4,30,0,1,4,1,3,1
2032,2,1,440000,473900000,2,2,4,31,1,1,4,4,12,1
1477,2,1,600000,343300000,5,1,3,32,0,0,1,4,8,1
597,1,1,736000,483000000,5,1,3,31,1,0,4,4,15,1
2951,2,1,792000,287100000,3,1,3,32,0,1,2,3,15,1
157,2,1,512000,138200000,4,2,3,29,1,0,2,2,5,1
1966,2,1,304000,80500000,1,2,2,30,1,1,2,1,6,1
1015,2,1,800000,227900000,3,2,4,32,0,1,3,4,9,1
1406,2,1,528000,429700000,3,2,4,31,1,1,4,4,12,1
41,2,1,632000,453000000,3,2,4,31,1,1,4,4,12,1
2136,2,1,368000,312200000,4,2,4,31,1,1,2,4,12,1
1075,2,1,464000,216600000,2,3,5,40,0,1,3,2,12,1
902,1,1,680000,398800000,3,1,3,36,1,0,4,4,6,1
1770,2,1,400000,215600000,3,2,4,32,0,1,3,4,9,1
2666,1,1,328000,516900000,5,1,3,31,1,0,4,4,15,1
125,1,1,376000,98400000,5,1,3,31,1,0,4,4,15,1
2566,2,1,112000,173900000,3,2,4,31,1,1,2,4,12,1
2975,1,2,712000,507100000,2,1,4,30,0,0,3,4,12,1
329,1,1,144000,491300000,3,1,5,45,1,0,1,4,15,1
2739,2,2,768000,441100000,2,2,2,25,0,0,2,2,6,1
2132,2,1,728000,299600000,2,2,4,32,0,1,3,4,9,1
2123,1,1,568000,296200000,3,1,3,31,1,0,4,4,15,1
1487,2,1,600000,121900000,3,2,4,32,0,1,3,4,9,1
423,1,1,352000,275600000,2,1,4,40,1,0,2,4,8,1
2174,1,2,432000,374400000,2,3,5,35,1,1,1,4,3,1
697,1,1,176000,31800000,3,2,1,25,0,1,2,2,5,1
2902,2,1,496000,514500000,3,2,4,31,1,1,3,4,12,1
1775,2,1,304000,84500000,2,3,5,40,0,1,2,1,12,1
2208,1,2,120000,546700000,2,1,4,30,0,0,4,1,5,1
1748,1,1,632000,225200000,5,1,3,31,1,0,4,4,15,1
277,1,1,376000,590400000,5,1,3,31,1,0,4,4,15,1
1466,2,1,672000,541400000,2,2,4,31,1,1,4,4,12,1
1335,1,1,328000,280900000,1,2,1,25,0,1,2,2,5,1
1491,2,1,232000,105300000,3,2,4,31,1,1,4,4,12,1
2578,2,1,192000,506800000,2,3,5,40,0,1,4,2,12,1
985,1,1,544000,162800000,1,2,1,25,0,1,2,2,5,1
2688,2,1,656000,293800000,3,3,5,37,0,0,2,2,3,1
2391,2,1,688000,330800000,5,2,3,29,1,0,3,4,5,1
1397,1,1,368000,398500000,5,2,1,25,0,1,2,2,5,1
1621,1,1,328000,472000000,5,1,3,31,1,0,3,4,15,1
681,2,1,544000,464900000,2,3,5,37,0,0,2,2,3,1
2615,2,1,800000,92800000,2,2,5,31,1,1,4,1,12,1
2436,1,1,520000,172400000,5,1,3,31,1,0,4,4,15,1
361,2,1,408000,172400000,3,2,4,31,1,1,4,4,12,1
1940,1,1,696000,387400000,1,2,1,25,0,1,2,2,5,1
352,1,1,688000,171600000,1,2,1,25,0,1,2,2,5,1
2347,1,1,264000,452300000,3,1,5,45,1,1,1,4,8,1
2343,2,1,128000,227400000,2,3,5,40,0,0,2,2,9,1
674,1,1,488000,560000000,1,2,1,25,0,1,1,2,5,1
2604,1,1,464000,258300000,5,1,3,31,1,0,1,4,15,1
132,1,2,568000,164300000,2,1,4,30,0,0,4,1,3,1
2748,1,1,360000,495400000,2,2,1,25,0,1,2,2,5,1
1310,2,1,408000,146600000,2,3,5,40,0,1,2,2,12,1
2455,1,1,800000,31700000,5,1,3,31,1,0,4,4,15,1
1860,2,1,536000,344000000,3,2,4,32,0,1,3,4,9,1
993,1,1,680000,288700000,5,1,3,31,1,0,4,4,15,1
773,2,1,776000,401600000,2,1,3,32,0,1,4,3,9,1
2810,1,1,360000,388700000,2,2,1,25,0,1,2,2,3,1
973,1,1,376000,289100000,1,2,1,25,0,1,2,2,5,1
235,2,1,608000,545100000,1,2,2,30,1,1,2,1,6,1
2099,2,1,496000,310000000,3,2,4,31,1,1,4,4,12,1
2578,2,1,192000,506800000,2,3,5,40,0,1,4,2,12,1
1216,1,1,96000,373000000,5,1,3,31,1,0,4,4,9,1
1406,2,1,528000,429700000,3,2,4,31,1,1,4,4,12,1
2470,2,1,536000,357500000,2,3,5,40,0,1,2,2,12,1
71,2,1,664000,102400000,3,1,3,32,0,1,4,3,9,1
631,2,1,160000,161100000,3,2,5,31,1,1,2,1,12,1
2157,2,1,712000,566000000,2,2,4,32,0,1,2,4,9,1
1405,1,1,424000,233300000,5,1,3,31,1,0,4,4,15,1
1575,1,1,168000,318700000,5,1,3,31,1,1,1,4,3,1
829,2,1,464000,14700000,3,2,4,32,0,1,3,4,9,1
278,2,1,184000,428700000,3,2,4,31,1,1,4,4,12,1
946,2,1,328000,46700000,2,3,5,40,0,1,2,2,12,1
1613,1,1,640000,494400000,1,2,1,25,0,1,4,2,5,1
2804,2,1,552000,416900000,4,2,5,31,1,1,2,1,12,1
2537,2,1,120000,140900000,3,2,4,32,0,1,3,4,9,1
2601,2,1,256000,48600000,3,2,4,32,0,1,2,4,9,1
1365,2,1,472000,345300000,2,2,4,32,0,1,3,4,9,1
1998,2,1,304000,492800000,2,3,5,40,0,1,2,2,12,1
2981,2,1,576000,41300000,2,3,5,40,0,0,2,1,8,1
1793,2,1,136000,127600000,3,1,3,32,0,1,4,1,9,1
1303,2,1,568000,75300000,3,1,3,32,0,1,4,3,9,1
513,2,1,632000,570600000,3,2,4,31,1,1,4,4,12,1
258,2,2,656000,369700000,4,2,2,25,0,0,2,2,6,1
361,2,1,408000,172400000,3,2,4,31,1,1,4,4,12,1
1405,1,1,424000,233300000,5,1,3,31,1,0,4,4,15,1
90,2,1,616000,373500000,2,3,5,40,0,1,2,2,12,1
1659,2,1,608000,49500000,3,2,4,31,1,1,1,4,12,1
1715,2,1,704000,197800000,2,3,5,40,0,1,2,2,12,1
2000,1,1,696000,203100000,1,2,1,25,0,1,2,2,5,1
538,2,1,384000,227400000,3,1,3,32,0,1,4,3,9,1
513,2,1,632000,570600000,3,2,4,31,1,1,4,4,12,1
2011,2,1,304000,16700000,5,2,3,29,1,0,3,2,5,1
141,1,1,112000,155400000,3,1,4,29,1,0,3,4,12,1
399,2,1,208000,493900000,3,2,4,32,0,1,3,4,9,1
2451,2,1,128000,183800000,2,3,5,40,0,1,2,2,12,1
155,1,2,776000,181300000,2,1,4,30,0,0,3,1,3,1
658,2,1,128000,255100000,5,2,4,31,1,1,3,4,12,1
1413,2,1,544000,26300000,2,1,3,32,0,1,4,3,9,1
796,2,1,776000,476500000,3,1,3,32,0,1,4,3,3,1
2237,1,1,616000,370600000,1,2,1,25,0,1,2,2,5,1
479,1,1,704000,157900000,1,2,1,25,0,1,2,1,5,1
579,1,2,200000,210000000,2,1,4,30,0,0,3,4,3,1
761,1,1,408000,356600000,2,1,4,40,1,0,2,4,8,1
2594,2,1,448000,211500000,2,3,5,40,0,1,2,2,12,1
833,2,1,304000,285300000,3,2,4,31,1,1,4,4,12,1
2954,2,1,160000,124500000,2,2,5,31,1,1,1,2,9,1
2322,1,1,144000,168500000,1,2,1,25,0,1,2,2,10,1
2656,2,1,496000,42500000,2,3,5,40,0,1,2,2,12,1
2072,2,1,512000,575400000,2,2,4,32,0,1,3,4,9,1
32,1,1,624000,38200000,1,2,1,25,0,1,2,2,5,1
274,2,1,320000,274200000,3,2,4,32,0,1,3,2,9,1
1745,2,1,768000,37600000,3,2,4,32,0,1,3,4,9,1
902,1,1,680000,398800000,3,1,3,36,1,0,4,4,6,1
818,2,1,800000,548600000,2,2,5,31,1,1,2,1,12,1
1837,2,1,120000,478300000,3,2,4,32,0,1,3,4,9,1
620,1,1,632000,558200000,3,1,3,31,1,0,4,4,15,1
2305,1,1,296000,79900000,5,1,3,31,1,0,4,4,15,1
597,1,1,736000,483000000,5,1,3,31,1,0,4,4,15,1
605,2,1,120000,390900000,2,1,3,32,0,1,4,3,9,1
1395,2,1,632000,434100000,3,3,5,40,0,1,2,2,12,1
2801,2,1,728000,126900000,4,1,3,32,0,1,4,3,9,1
2237,1,1,616000,370600000,1,2,1,25,0,1,2,2,5,1
689,1,2,440000,35000000,3,1,4,30,0,0,1,1,3,1
1830,2,1,392000,274300000,2,3,5,40,0,1,2,2,12,1
101,2,1,664000,334700000,3,2,4,31,1,1,2,4,12,1
583,2,1,424000,204100000,2,2,5,31,1,1,2,1,12,1
1503,2,1,392000,245400000,3,3,5,40,0,1,2,2,12,1
1206,2,1,120000,348400000,2,3,5,40,0,1,2,2,5,1
2290,2,1,208000,499300000,3,2,4,32,0,1,3,4,9,1
1759,2,1,208000,321800000,2,2,5,31,1,1,2,1,12,1
1295,1,1,592000,503000000,5,1,3,31,1,0,4,4,15,1
2923,2,1,528000,320100000,3,3,5,37,0,0,2,2,3,1
1216,1,1,96000,373000000,5,1,3,31,1,0,4,4,9,1
1773,1,1,336000,511800000,5,1,3,31,1,0,4,4,15,1
2320,2,1,248000,374300000,2,3,5,40,0,1,2,2,12,1
1810,1,1,640000,234300000,5,1,3,31,1,0,4,4,15,1
1160,2,1,232000,221900000,2,3,5,40,0,1,3,2,12,1
773,2,1,776000,401600000,2,1,3,32,0,1,4,3,9,1
1071,2,1,776000,574500000,2,2,5,31,1,1,4,1,12,1
477,2,1,448000,436900000,2,3,5,40,0,1,2,2,12,1
2833,1,1,376000,568900000,2,2,1,25,0,1,2,2,6,1
260,2,1,408000,365500000,3,1,3,32,0,1,4,4,9,1
901,2,1,168000,347400000,4,2,3,29,1,0,2,2,5,1
1473,2,1,544000,596900000,3,1,3,32,0,1,4,3,9,1
2780,2,1,392000,398500000,3,3,5,37,0,0,2,2,3,1
1575,1,1,168000,318700000,5,1,3,31,1,1,1,4,3,1
647,2,1,736000,262100000,5,3,5,40,0,1,4,2,12,1
594,2,1,392000,406500000,5,2,4,32,0,1,3,4,9,1
334,2,1,248000,151500000,3,3,5,37,0,0,2,2,3,1
2525,2,1,776000,141000000,3,2,4,32,0,1,3,4,9,1
1880,1,1,632000,327500000,1,2,1,25,0,1,2,2,15,1
141,1,1,112000,155400000,3,1,4,29,1,0,3,4,12,1
458,2,1,776000,189700000,3,1,3,32,0,1,4,3,9,1
1598,1,1,792000,38300000,5,1,3,31,1,0,3,4,9,1
617,2,1,424000,241500000,5,2,4,32,0,1,3,4,9,1
2305,1,1,296000,79900000,5,1,3,31,1,0,4,4,15,1
2666,1,1,328000,516900000,5,1,3,31,1,0,4,4,15,1
785,2,1,208000,158200000,3,2,4,32,0,1,3,4,9,1
2253,2,1,248000,399700000,3,1,3,32,0,1,4,3,9,1
215,1,1,176000,448200000,5,1,3,31,1,0,4,4,15,1
2332,1,1,304000,388200000,2,1,4,36,1,0,2,1,9,1
1689,2,1,312000,565500000,3,1,3,32,0,1,4,3,9,1
